name,time,blockused,fileset
quota,1555428413000000000,1792,nfsroot
quota,1555428413000000000,0,qserv
quota,1555428413000000000,79736607616,backups_system
quota,1555428413000000000,175334177536,scratch
quota,1555428413000000000,0,dedicated
quota,1555428413000000000,24601764864,home
quota,1555471613000000000,0,dedicated
quota,1555471613000000000,24601764864,home
quota,1555471613000000000,14909060480,backups_lsst-db
quota,1555471613000000000,0,lsp
quota,1555471613000000000,57246701056,dr
quota,1555471613000000000,3749353088,backups_lsst-dev-db
quota,1555471613000000000,420566400,jhome
quota,1555471613000000000,1279111503744,datasets
quota,1555471613000000000,310127273216,project
quota,1555471613000000000,1931100800,software
quota,1555471613000000000,9437184,ces
quota,1555471613000000000,167640747648,objects
quota,1555471613000000000,27762560,sui
quota,1555471613000000000,175334177536,scratch
quota,1555471613000000000,26787072,kubernetes
quota,1555471613000000000,12034831616,backups
quota,1555471613000000000,174213504,root
quota,1555471613000000000,79736607616,backups_system
quota,1555471613000000000,1792,nfsroot
quota,1555471613000000000,0,qserv
quota,1555514813000000000,1792,nfsroot
quota,1555514813000000000,0,qserv
quota,1555514813000000000,9437184,ces
quota,1555514813000000000,426000128,jhome
quota,1555514813000000000,14909495936,backups_lsst-db
quota,1555514813000000000,0,dedicated
quota,1555514813000000000,24604892800,home
quota,1555514813000000000,3749353088,backups_lsst-dev-db
quota,1555514813000000000,0,lsp
quota,1555514813000000000,57249731072,dr
quota,1555514813000000000,1932002944,software
quota,1555514813000000000,1279120128768,datasets
quota,1555514813000000000,310108642048,project
quota,1555514813000000000,80187172608,backups_system
quota,1555514813000000000,175334177536,scratch
quota,1555514813000000000,167640747648,objects
quota,1555514813000000000,27762560,sui
quota,1555514813000000000,177177856,root
quota,1555514813000000000,26787584,kubernetes
quota,1555514813000000000,12034831616,backups
quota,1555535041000000000,26787584,kubernetes
quota,1555535041000000000,12034831616,backups
quota,1555535041000000000,1932002944,software
quota,1555535041000000000,24604892800,home
quota,1555535041000000000,9437184,ces
quota,1555535041000000000,1792,nfsroot
quota,1555535041000000000,0,qserv
quota,1555535041000000000,0,dedicated
quota,1555535041000000000,426000128,jhome
quota,1555535041000000000,14909495936,backups_lsst-db
quota,1555535041000000000,57249731072,dr
quota,1555535041000000000,3749353088,backups_lsst-dev-db
quota,1555535041000000000,0,lsp
quota,1555535041000000000,177177856,root
quota,1555535041000000000,80187172608,backups_system
quota,1555535041000000000,1279120128768,datasets
quota,1555535041000000000,310108642048,project
quota,1555535041000000000,27762560,sui
quota,1555535041000000000,175334177536,scratch
quota,1555535041000000000,167640747648,objects
quota,1555578241000000000,175334177536,scratch
quota,1555578241000000000,167640747648,objects
quota,1555578241000000000,57249731072,dr
quota,1555578241000000000,0,qserv
quota,1555578241000000000,1932002944,software
quota,1555578241000000000,26787584,kubernetes
quota,1555578241000000000,12034831616,backups
quota,1555578241000000000,1792,nfsroot
quota,1555578241000000000,24604892800,home
quota,1555578241000000000,9437184,ces
quota,1555578241000000000,14909495936,backups_lsst-db
quota,1555578241000000000,0,dedicated
quota,1555578241000000000,426000128,jhome
